City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
207,Hamilton,US,39.1834,-84.5333,81.64,54,0,3.0,clear sky
208,San Cristobal,VE,7.7669,-72.225,86.18,43,42,7.56,scattered clouds
209,Sibolga,ID,1.7427,98.7792,76.32,87,100,3.56,overcast clouds
210,Broken Hill,AU,-31.95,141.4333,60.51,21,35,6.91,scattered clouds
211,Matara,LK,5.9485,80.5353,78.44,84,59,15.35,light rain
212,Saskylakh,RU,71.9167,114.0833,27.01,89,37,11.99,scattered clouds
213,Manta,EC,-0.95,-80.7333,78.58,73,20,11.5,few clouds
214,Airai,TL,-8.9266,125.4092,58.08,78,74,2.48,broken clouds
215,Honolulu,US,21.3069,-157.8583,76.86,74,1,1.01,clear sky
216,Bowmore,US,34.9421,-79.3031,83.8,51,5,1.99,clear sky
217,Huilong,CN,31.8111,121.655,78.93,89,0,8.41,light rain
218,Sao Felix Do Xingu,BR,-6.6447,-51.995,92.12,40,76,1.79,broken clouds
219,Basoko,CD,1.2391,23.616,79.18,65,44,2.39,scattered clouds
220,Bambous Virieux,MU,-20.3428,57.7575,72.21,73,40,13.8,scattered clouds
221,Ancud,CL,-41.8697,-73.8203,51.33,73,55,8.21,light rain
222,Bose,IT,45.4612,8.0137,71.74,81,98,2.39,overcast clouds
223,Alofi,NU,-19.0595,-169.9187,66.09,94,40,1.14,scattered clouds
224,Haikou,CN,20.0458,110.3417,77.13,100,26,2.24,mist
225,Zyryanka,RU,65.75,150.85,24.24,84,39,7.94,scattered clouds
226,Xining,CN,36.6167,101.7667,52.77,67,80,1.39,broken clouds
227,Flinders,AU,-34.5833,150.8552,52.21,75,61,9.24,broken clouds
228,Saldanha,ZA,-33.0117,17.9442,60.85,75,53,13.96,broken clouds
229,Port Augusta,AU,-32.5,137.7667,70.7,25,57,5.44,broken clouds
230,Katsuura,JP,35.1333,140.3,68.18,80,72,13.58,broken clouds
231,Vila Velha,BR,-20.3297,-40.2925,80.96,68,0,18.41,clear sky
232,Aksum,ET,14.1245,38.7244,61.77,71,75,4.74,broken clouds
233,The Pas,CA,53.8251,-101.2541,60.82,59,40,18.41,scattered clouds
234,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,73,75,14.97,volcanic ash
235,Port-Gentil,GA,-0.7193,8.7815,78.84,80,85,10.92,overcast clouds
236,Ucluelet,CA,48.9329,-125.5528,54.95,90,100,10.45,overcast clouds
237,Manakara,MG,-22.1333,48.0167,69.62,85,0,7.47,clear sky
238,Mayo,US,38.8876,-76.5119,81.27,53,22,5.01,few clouds
239,Kungalv,SE,57.871,11.9805,62.96,82,99,8.01,light rain
240,Ixtapa,MX,20.7,-105.2,84.22,84,99,3.06,overcast clouds
241,Belyy Yar,RU,53.6039,91.3903,37.29,70,0,4.47,clear sky
242,Port Moresby,PG,-9.4431,147.1797,78.22,89,40,11.5,scattered clouds
243,Chokurdakh,RU,70.6333,147.9167,17.94,86,78,10.29,broken clouds
244,Sur,OM,22.5667,59.5289,84.09,69,60,5.82,broken clouds
245,Kumluca,TR,36.3703,30.2869,77.74,56,20,4.97,few clouds
246,Riyadh,SA,24.6877,46.7219,87.94,9,97,10.38,overcast clouds
247,Balabac,PH,7.9868,117.0645,82.08,78,17,4.76,few clouds
248,Norman Wells,CA,65.282,-126.8329,30.24,93,90,3.44,light snow
249,Klaksvik,FO,62.2266,-6.589,49.12,87,100,12.48,overcast clouds
250,Severomuysk,RU,56.1481,113.4267,22.15,94,100,4.29,light snow
251,Vardo,NO,70.3705,31.1107,56.95,82,0,12.66,clear sky
252,Mahdalynivka,UA,48.921,34.9156,52.36,64,86,9.4,overcast clouds
253,Ust-Kut,RU,56.7938,105.7672,32.32,98,100,4.36,light snow
254,Kaiyuan,CN,23.6977,103.3037,63.37,92,2,4.05,clear sky
255,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,58.69,67,99,8.5,overcast clouds
256,Salalah,OM,17.0151,54.0924,82.72,82,56,3.94,broken clouds
257,Valledupar,CO,10.4631,-73.2532,95.52,43,67,7.36,broken clouds
258,Yumen,CN,40.2833,97.2,63.93,19,0,11.01,clear sky
259,El Alto,PE,-4.2714,-81.2147,73.06,68,97,10.96,overcast clouds
260,Severo-Kurilsk,RU,50.6789,156.125,47.93,92,22,8.99,few clouds
261,Saint-Philippe,RE,-21.3585,55.7679,71.22,83,25,12.39,scattered clouds
262,Natal,BR,-5.795,-35.2094,84.42,74,75,21.85,broken clouds
263,Shache,CN,38.4167,77.2406,70.92,15,1,1.25,clear sky
