City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
264,Yanam,IN,16.7333,82.2167,75.83,96,100,1.83,overcast clouds
265,Pauini,BR,-7.7136,-66.9764,100.94,31,15,2.44,few clouds
266,Erdenet,MN,49.0333,104.0833,34.72,96,86,2.48,light rain
267,Mandya,IN,12.5242,76.8958,69.91,86,83,13.69,broken clouds
268,Pagudpud,PH,18.5616,120.7868,80.01,87,57,8.25,broken clouds
269,Hvide Sande,DK,56.0045,8.1294,66.49,97,100,20.11,overcast clouds
270,Odweyne,SO,9.4092,45.064,84.99,27,97,4.92,overcast clouds
271,Ishigaki,JP,24.3448,124.1572,83.64,75,15,14.58,few clouds
272,Codrington,AU,-38.2667,141.9667,49.08,73,98,7.76,overcast clouds
273,Arauca,CO,7.0847,-70.7591,85.6,68,88,3.91,light rain
274,Kalemie,CD,-5.9475,29.1947,78.39,51,75,1.9,broken clouds
275,Sola,VU,-13.8833,167.55,79.14,80,53,17.05,broken clouds
276,Lisakovsk,KZ,52.5369,62.4936,36.36,92,100,17.67,overcast clouds
277,Agadir,MA,30.4202,-9.5982,91.85,36,5,11.34,clear sky
278,Sheregesh,RU,52.9209,87.9869,21.38,97,23,3.96,few clouds
279,Lompoc,US,34.6391,-120.4579,63.57,94,90,0.0,light intensity drizzle
280,Mlimba,TZ,-8.8,35.8167,82.94,36,12,3.67,few clouds
281,Grand Gaube,MU,-20.0064,57.6608,72.37,71,2,10.0,clear sky
282,Isangel,VU,-19.55,169.2667,69.78,81,50,9.01,scattered clouds
283,Ukiah,US,39.1502,-123.2078,70.02,87,90,0.0,haze
284,Adrar,MR,20.5022,-10.0711,103.41,6,0,12.93,clear sky
285,Yining,CN,29.0361,114.5636,74.95,96,86,1.43,overcast clouds
286,Polyarnyy,RU,69.1989,33.4478,43.27,84,70,7.0,broken clouds
287,Sorland,NO,67.667,12.6934,55.26,85,75,9.75,broken clouds
288,Snyder,US,32.7179,-100.9176,80.74,50,1,3.44,clear sky
289,Praxedis Guerrero,MX,31.3667,-106.0167,80.82,39,0,8.08,clear sky
290,Salvador,SV,13.8333,-88.9167,82.47,65,84,1.74,broken clouds
291,Arlit,NE,18.7369,7.3853,97.77,6,0,8.97,clear sky
292,Atbasar,KZ,51.8,68.3333,37.13,77,100,21.09,overcast clouds
293,Corbelia,BR,-24.7989,-53.3067,92.07,25,0,7.16,clear sky
294,Walvis Bay,NA,-22.9575,14.5053,61.75,67,29,17.27,scattered clouds
295,Lorengau,PG,-2.0226,147.2712,81.18,79,18,6.93,few clouds
296,Sotouboua,TG,8.5667,0.9833,78.35,87,95,2.89,light rain
297,Bay Roberts,CA,47.5999,-53.2648,67.91,99,100,10.87,light rain
298,Gigmoto,PH,13.7796,124.39,80.17,88,100,5.7,overcast clouds
299,Kahului,US,20.8947,-156.47,78.84,86,12,8.01,few clouds
300,Krasnovishersk,RU,60.4078,57.082,33.91,84,20,4.29,few clouds
301,Srednekolymsk,RU,67.45,153.6833,23.83,88,83,16.28,broken clouds
302,Mahebourg,MU,-20.4081,57.7,72.25,73,40,13.8,scattered clouds
303,Nikolskoye,RU,59.7035,30.7861,49.89,96,12,4.41,few clouds
304,Havre-Saint-Pierre,CA,50.2334,-63.5986,57.56,77,75,19.57,broken clouds
305,Siocon,PH,7.7061,122.1353,78.55,88,83,3.85,broken clouds
306,Sungaipenuh,ID,-2.0833,101.3833,65.46,96,100,1.95,light rain
307,Sikonge,TZ,-5.6333,32.7667,82.18,26,86,4.34,overcast clouds
308,Siuna,NI,13.7332,-84.7773,88.36,51,6,5.86,clear sky
309,Nyimba,ZM,-14.5566,30.8149,86.13,25,90,9.24,overcast clouds
310,Cabo San Lucas,MX,22.8909,-109.9124,90.61,61,0,1.01,clear sky
311,Huancavelica,PE,-12.7667,-74.9833,50.56,48,63,8.32,broken clouds
312,Kieta,PG,-6.2167,155.6333,78.57,83,100,1.48,overcast clouds
